year,title,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,rated,response,language,country,writer,metascore,imdb_rating,director,released_day,released_month,released,actors,genre,awards,runtime,type,imdb_votes,released_year,Budget,Domestic,International
1995,The Net,22000000,50621733.0,110521733.0,1995PASS,33633148,77389465.0,168963355.0,PG-13,True,"English, Spanish",USA,"John D. Brancato, Michael Ferris",,5.8,Irwin Winkler,28,July,1995-07-28,"Sandra Bullock, Jeremy Northam, Dennis Miller, Diane Baker",Action,1 nomination.,114 min,movie,"40,448",1995,22,50,110
1995,The Quick and the Dead,32000000,18552460.0,18552460.0,1995FAIL,48920943,28362620.0,28362620.0,R,True,"English, Spanish",USA,Simon Moore,49.0,6.4,Sam Raimi,10,February,1995-02-10,"Sharon Stone, Gene Hackman, Russell Crowe, Leonardo DiCaprio",Action,1 nomination.,107 min,movie,"56,417",1995,32,18,18
1995,The Usual Suspects,6000000,23341568.0,34449356.0,1995FAIL,9172677,35684110.0,52665468.0,R,True,"English, Hungarian, Spanish, French",USA,Christopher McQuarrie,77.0,8.7,Bryan Singer,16,August,1995-08-16,"Stephen Baldwin, Gabriel Byrne, Benicio Del Toro, Kevin Pollak",Crime,Won 2 Oscars. Another 29 wins & 7 nominations.,106 min,movie,"5,22,662",1995,6,23,34
1995,Toy Story,30000000,191780865.0,364530148.0,1995FAIL,45863384,293190647.0,557286202.0,G,True,English,USA,"John Lasseter (original story by), Pete Docter (original story by), Andrew Stanton (original story by), Joe Ranft (original story by), Joss Whedon (screenplay), Andrew Stanton (screenplay), Joel Cohen (screenplay), Alec Sokolow (screenplay)",92.0,8.3,John Lasseter,22,November,1995-11-22,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney",Animation,Nominated for 3 Oscars. Another 19 wins & 13 nominations.,81 min,movie,"4,09,668",1995,30,191,364
1995,Twelve Monkeys,29000000,57141459.0,168841459.0,1995FAIL,44334604,87356689.0,258121354.0,R,True,"English, French",USA,"Chris Marker (film La Jetée), David Webb Peoples (screenplay), Janet Peoples (screenplay)",74.0,8.1,Terry Gilliam,5,January,1996-01-05,"Joseph Melito, Bruce Willis, Jon Seda, Michael Chance",Mystery,Nominated for 2 Oscars. Another 10 wins & 8 nominations.,129 min,movie,"3,42,136",1996,29,57,168
1995,Waterworld,175000000,88246220.0,264246220.0,1995FAIL,267536405,134909008.0,403974193.0,PG-13,True,English,USA,"Peter Rader, David Twohy",56.0,6.0,"Kevin Reynolds, Kevin Costner",28,July,1995-07-28,"Kevin Costner, Chaim Girafi, Rick Aviles, R.D. Call",Action,Nominated for 1 Oscar. Another 5 wins & 6 nominations.,135 min,movie,"1,13,181",1995,175,88,264
1995,Welcome to the Dollhouse,800000,4198137.0,5034794.0,1995PASS,1223024,6418026.0,7697090.0,R,True,English,USA,Todd Solondz,83.0,7.5,Todd Solondz,24,May,1996-05-24,"Heather Matarazzo, Victoria Davis, Christina Brucato, Christina Vidal",Comedy,4 wins & 11 nominations.,88 min,movie,"22,328",1996,0,4,5
1994,Ace Ventura: Pet Detective,12000000,72217396.0,107217396.0,1994FAIL,18859976,113501532.0,168509796.0,PG-13,True,English,USA,"Jack Bernstein (story), Jack Bernstein (screenplay), Tom Shadyac (screenplay), Jim Carrey (screenplay)",37.0,6.9,Tom Shadyac,4,February,1994-02-04,"Jim Carrey, Courteney Cox, Sean Young, Tone Loc",Comedy,5 wins & 3 nominations.,86 min,movie,"1,57,869",1994,12,72,107
1994,Beverly Hills Cop III,50000000,42586861.0,119180938.0,1994FAIL,78583235,66932266.0,187312473.0,R,True,English,USA,"Danilo Bach (character), Daniel Petrie Jr. (character), Steven E. de Souza",16.0,5.4,John Landis,25,May,1994-05-25,"Eddie Murphy, Jon Tenney, Joey Travolta, Eugene Collier",Action,2 nominations.,104 min,movie,"46,371",1994,50,42,119
1994,Clerks.,27000,3073428.0,3894240.0,1994FAIL,42435,4830398.0,6120440.0,R,True,English,USA,Kevin Smith,70.0,7.9,Kevin Smith,4,November,1994-11-04,"Brian O'Halloran, Jeff Anderson, Marilyn Ghigliotti, Lisa Spoonhauer",Comedy,4 wins & 6 nominations.,92 min,movie,"1,52,241",1994,0,3,3
1994,Crooklyn,14000000,13024170.0,13024170.0,1994PASS,22003306,20469628.0,20469628.0,PG-13,True,English,USA,"Cinqué Lee, Joie Lee (screenplay), Joie Lee (story), Spike Lee",65.0,6.9,Spike Lee,13,May,1994-05-13,"Alfre Woodard, Delroy Lindo, David Patrick Kelly, Zelda Harris",Comedy,2 nominations.,115 min,movie,"4,970",1994,14,13,13
1994,Ed Wood,18000000,5828466.0,5828466.0,1994PASS,28289965,9160394.0,9160394.0,R,True,English,USA,"Rudolph Grey (book), Scott Alexander, Larry Karaszewski",70.0,7.9,Tim Burton,28,September,1994-09-28,"Johnny Depp, Martin Landau, Sarah Jessica Parker, Patricia Arquette",Biography,Won 2 Oscars. Another 23 wins & 13 nominations.,127 min,movie,"1,22,901",1994,18,5,5
1994,Forrest Gump,55000000,329694499.0,679400525.0,1994FAIL,86441558,518169206.0,1067789822.0,PG-13,True,English,USA,"Winston Groom (novel), Eric Roth (screenplay)",82.0,8.8,Robert Zemeckis,6,July,1994-07-06,"Tom Hanks, Rebecca Williams, Sally Field, Michael Conner Humphreys",Drama,Won 6 Oscars. Another 38 wins & 46 nominations.,142 min,movie,"7,93,553",1994,55,329,679
1994,Legends of the Fall,30000000,66502573.0,160502573.0,1994PASS,47149941,104519746.0,252256228.0,R,True,"English, Cornish",USA,"Susan Shilliday (screenplay), William D. Wittliff (screenplay), Jim Harrison (novel)",45.0,7.5,Edward Zwick,13,January,1995-01-13,"Brad Pitt, Anthony Hopkins, Aidan Quinn, Julia Ormond",Drama,Won 1 Oscar. Another 1 win & 8 nominations.,133 min,movie,"85,249",1995,30,66,160
1994,Little Women,15000000,50003303.0,50003303.0,1994PASS,23574970,78588426.0,78588426.0,PG,True,"English, German, French",USA,"Louisa May Alcott (novel), Robin Swicord (screenplay)",87.0,7.3,Gillian Armstrong,21,December,1994-12-21,"Winona Ryder, Gabriel Byrne, Trini Alvarado, Samantha Mathis",Drama,Nominated for 3 Oscars. Another 4 wins & 12 nominations.,115 min,movie,"29,594",1994,15,50,50
1994,Naked Gun 33 1/3: The Final Insult,30000000,51041856.0,51041856.0,1994FAIL,47149941,80220683.0,80220683.0,PG-13,True,English,USA,"Pat Proft, David Zucker, Robert LoCash, Jim Abrahams (television series: ""Police Squad""), David Zucker (television series: ""Police Squad""), Jerry Zucker (television series ""Police Squad"")",,6.4,Peter Segal,18,March,1994-03-18,"Leslie Nielsen, Priscilla Presley, George Kennedy, O.J. Simpson",Action,3 wins.,83 min,movie,"59,751",1994,30,51,51
1994,Police Academy: Mission to Moscow,10000000,126247.0,126247.0,1994FAIL,15716647,198418.0,198418.0,PG,True,English,USA,"Neal Israel (characters), Pat Proft (characters), Randolph Davis, Michele S. Chodos",,3.0,Alan Metter,26,August,1994-08-26,"George Gaynes, Michael Winslow, David Graf, Leslie Easterbrook",Comedy,,83 min,movie,"20,848",1994,10,0,0
1994,Priest,60000000,29136626.0,84154026.0,1994PASS,94299882,45793007.0,132261912.0,R,True,English,UK,Jimmy McGovern,,7.3,Antonia Bird,24,March,1995-03-24,"Linus Roache, Tom Wilkinson, Robert Carlyle, Cathy Tyson",Drama,4 wins & 2 nominations.,98 min,movie,"6,673",1995,60,29,84
1994,Pulp Fiction,8000000,107928762.0,212928762.0,1994PASS,12573318,169627825.0,334652619.0,R,True,"English, Spanish, French",USA,"Quentin Tarantino (story), Roger Avary (story), Quentin Tarantino",94.0,9.0,Quentin Tarantino,14,October,1994-10-14,"Tim Roth, Amanda Plummer, Laura Lovelace, John Travolta",Crime,Won 1 Oscar. Another 62 wins & 46 nominations.,154 min,movie,"9,09,053",1994,8,107,212
1994,Speed,30000000,121248145.0,283200000.0,1994PASS,47149941,190561429.0,445095443.0,R,True,English,USA,Graham Yost,78.0,7.2,Jan de Bont,10,June,1994-06-10,"Keanu Reeves, Dennis Hopper, Sandra Bullock, Joe Morton",Action,Won 2 Oscars. Another 12 wins & 15 nominations.,116 min,movie,"2,05,061",1994,30,121,283
1994,Stargate,55000000,71565669.0,196565669.0,1994FAIL,86441558,112477236.0,308935323.0,PG-13,True,"English, Norwegian, Swedish",France,"Dean Devlin, Roland Emmerich",42.0,7.0,Roland Emmerich,28,October,1994-10-28,"Kurt Russell, James Spader, Jaye Davidson, Viveca Lindfors",Action,6 wins & 5 nominations.,121 min,movie,"1,21,754",1994,55,71,196
1994,Street Fighter,35000000,33423000.0,99423000.0,1994PASS,55008264,52529749.0,156259619.0,PG-13,True,"English, Japanese, Esperanto",USA,Steven E. de Souza,,3.7,Steven E. de Souza,23,December,1994-12-23,"Jean-Claude Van Damme, Raul Julia, Ming-Na Wen, Damian Chapa",Action,2 nominations.,102 min,movie,"44,016",1994,35,33,99
1994,The Client,45000000,92115211.0,117615211.0,1994PASS,70724911,144774225.0,184851675.0,PG-13,True,English,USA,"John Grisham (novel), Akiva Goldsman (screenplay), Robert Getchell (screenplay)",,6.7,Joel Schumacher,20,July,1994-07-20,"Susan Sarandon, Tommy Lee Jones, Mary-Louise Parker, Anthony LaPaglia",Crime,Nominated for 1 Oscar. Another 3 wins & 3 nominations.,119 min,movie,"38,224",1994,45,92,117
1994,The Hudsucker Proxy,40000000,2816518.0,14938149.0,1994FAIL,62866588,4426622.0,23477761.0,PG,True,English,UK,"Ethan Coen, Joel Coen, Sam Raimi",53.0,7.4,"Joel Coen, Ethan Coen",11,March,1994-03-11,"Tim Robbins, Jennifer Jason Leigh, Paul Newman, Charles Durning",Comedy,2 wins & 3 nominations.,111 min,movie,"55,553",1994,40,2,14
1994,The Lion King,79300000,422780140.0,952880140.0,1994FAIL,124633011,664468621.0,1497608078.0,G,True,"English, Swahili, Xhosa, Zulu",USA,"Irene Mecchi (screenplay), Jonathan Roberts (screenplay), Linda Woolverton (screenplay), Brenda Chapman (story), Burny Mattinson (story), Barry Johnson (story), Lorna Cook (story), Thom Enriquez (story), Andy Gaskill (story), Gary Trousdale (story), Jim Capobianco (story), Kevin Harkey (story), Jorgen Klubien (story), Chris Sanders (story), Tom Sito (story), Larry Leker (story), Joe Ranft (story), Rick Maki (story), Ed Gombert (story), Francis Glebas (story), Mark Kausler (story), J.T. Allen (additional story material), George Scribner (additional story material), Miguel Tejada-Flores (additional story material), Jenny Tripp (additional story material), Bob Tzudiker (additional story material), Christopher Vogler (additional story material), Kirk Wise (additional story material), Noni White (additional story material)",83.0,8.5,"Roger Allers, Rob Minkoff",24,June,1994-06-24,"Jonathan Taylor Thomas, Matthew Broderick, James Earl Jones, Jeremy Irons",Animation,Won 2 Oscars. Another 25 wins & 22 nominations.,89 min,movie,"4,05,912",1994,79,422,952
1994,The Mask,18000000,119920129.0,351620129.0,1994FAIL,28289965,188474233.0,552628944.0,PG-13,True,"English, Swedish",USA,"Michael Fallon (story), Mark Verheiden (story), Mike Werb (screenplay)",56.0,6.8,Chuck Russell,29,July,1994-07-29,"Jim Carrey, Peter Riegert, Peter Greene, Amy Yasbeck",Comedy,Nominated for 1 Oscar. Another 6 wins & 16 nominations.,101 min,movie,"1,86,368",1994,18,119,351
1994,The Santa Clause,22000000,144833357.0,189800000.0,1994FAIL,34576623,227629474.0,298301960.0,PG,True,"English, Spanish",USA,"Leo Benvenuti, Steve Rudnick",57.0,6.3,John Pasquin,11,November,1994-11-11,"Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd",Comedy,2 wins & 7 nominations.,97 min,movie,"47,025",1994,22,144,189
1994,The Shadow,40000000,31835600.0,31835600.0,1994FAIL,62866588,50034889.0,50034889.0,PG-13,True,English,USA,"Walter B. Gibson (character The Shadow from stories), David Koepp",,5.9,Russell Mulcahy,1,July,1994-07-01,"Alec Baldwin, John Lone, Penelope Ann Miller, Peter Boyle",Action,4 nominations.,108 min,movie,"15,743",1994,40,31,31
1994,The Shawshank Redemption,25000000,28241469.0,28241469.0,1994FAIL,39291617,44386120.0,44386120.0,R,True,English,USA,"Stephen King (short story ""Rita Hayworth and Shawshank Redemption""), Frank Darabont (screenplay)",80.0,9.3,Frank Darabont,14,October,1994-10-14,"Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler",Crime,Nominated for 7 Oscars. Another 15 wins & 15 nominations.,142 min,movie,"11,87,486",1994,25,28,28
1994,The Specialist,45000000,57362581.0,57362581.0,1994FAIL,70724911,90154744.0,90154744.0,R,True,English,Peru,"John Shirley (Specialist novels), Alexandra Seros",,5.3,Luis Llosa,7,October,1994-10-07,"Sylvester Stallone, Sharon Stone, James Woods, Rod Steiger",Action,3 wins & 4 nominations.,110 min,movie,"38,538",1994,45,57,57
1994,Timecop,28000000,44853581.0,102053581.0,1994FAIL,44006612,70494790.0,160394011.0,R,True,English,Canada,"Mark Verheiden (screenplay), Mike Richardson (story), Mark Verheiden (story), Mike Richardson (comic series), Mark Verheiden (comic series)",,5.8,Peter Hyams,16,September,1994-09-16,"Jean-Claude Van Damme, Mia Sara, Ron Silver, Bruce McGill",Action,1 win & 4 nominations.,99 min,movie,"36,693",1994,28,44,102
1994,True Lies,100000000,146282411.0,365300000.0,1994FAIL,157166470,229906901.0,574129115.0,R,True,"English, French, Arabic, German",USA,"Claude Zidi (screenplay), Simon Michaël (screenplay), Didier Kaminka (screenplay), James Cameron (screenplay)",63.0,7.2,James Cameron,15,July,1994-07-15,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, Bill Paxton",Action,Nominated for 1 Oscar. Another 7 wins & 15 nominations.,141 min,movie,"1,50,049",1994,100,146,365
1993,Cliffhanger,65000000,84049211.0,255000000.0,1993FAIL,104809829,135525899.0,411177020.0,R,True,English,Italy,"John Long (premise), Michael France (screen story), Michael France (screenplay), Sylvester Stallone (screenplay)",60.0,6.3,Renny Harlin,28,May,1993-05-28,"Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner",Action,Nominated for 3 Oscars. Another 1 win & 7 nominations.,112 min,movie,"75,760",1993,65,84,255
1993,Cool Runnings,14000000,68856263.0,155056263.0,1993FAIL,22574425,111027894.0,250021852.0,PG,True,"English, German, Russian",USA,"Lynn Siefert (story), Michael Ritchie (story), Lynn Siefert (screenplay), Tommy Swerdlow (screenplay), Michael Goldberg (screenplay)",,6.8,Jon Turteltaub,1,October,1993-10-01,"Leon, Doug E. Doug, Rawle D. Lewis, Malik Yoba",Adventure,2 wins & 2 nominations.,98 min,movie,"55,903",1993,14,68,155
1993,Dazed and Confused,6900000,7950889.0,7950889.0,1993PASS,11125966,12820482.0,12820482.0,R,True,English,USA,Richard Linklater,78.0,7.7,Richard Linklater,24,September,1993-09-24,"Jason London, Joey Lauren Adams, Milla Jovovich, Shawn Andrews",Comedy,2 nominations.,102 min,movie,"87,393",1993,6,7,7
1993,Gettysburg,25000000,10731997.0,10731997.0,1993FAIL,40311473,17304904.0,17304904.0,PG,True,English,USA,"Michael Shaara (novel), Ronald F. Maxwell (screenplay)",,7.7,Ronald F. Maxwell,8,October,1993-10-08,"Tom Berenger, Martin Sheen, Stephen Lang, Richard Jordan",Drama,1 nomination.,271 min,movie,"19,073",1993,25,10,10
1993,Groundhog Day,14600000,70906973.0,70906973.0,1993FAIL,23541900,114334580.0,114334580.0,PG,True,"English, French, Italian",USA,"Danny Rubin (screenplay), Harold Ramis (screenplay), Danny Rubin (story)",72.0,8.1,Harold Ramis,12,February,1993-02-12,"Bill Murray, Andie MacDowell, Chris Elliott, Stephen Tobolowsky",Comedy,Won 1 BAFTA Film Award. Another 6 wins & 7 nominations.,101 min,movie,"3,09,100",1993,14,70,70
1993,Hocus Pocus,28000000,39360491.0,39360491.0,1993PASS,45148849,63467174.0,63467174.0,PG,True,English,USA,"David Kirschner (story), Mick Garris (story), Mick Garris (screenplay), Neil Cuthbert (screenplay)",,6.5,Kenny Ortega,16,July,1993-07-16,"Bette Midler, Sarah Jessica Parker, Kathy Najimy, Omri Katz",Comedy,2 wins & 9 nominations.,96 min,movie,"43,104",1993,28,39,39
1993,Jurassic Park,63000000,395708305.0,1035626872.0,1993PASS,101584911,638063379.0,1669905770.0,PG-13,True,"English, Spanish",USA,"Michael Crichton (novel), Michael Crichton (screenplay), David Koepp (screenplay)",68.0,8.0,Steven Spielberg,11,June,1993-06-11,"Sam Neill, Laura Dern, Jeff Goldblum, Richard Attenborough",Adventure,Won 3 Oscars. Another 21 wins & 16 nominations.,127 min,movie,"3,73,499",1993,63,395,1035
1993,Mrs. Doubtfire,25000000,219195051.0,441286003.0,1993PASS,40311473,353443011.0,711555544.0,PG-13,True,English,USA,"Anne Fine (novel), Randi Mayem Singer (screenplay), Leslie Dixon (screenplay)",53.0,6.8,Chris Columbus,24,November,1993-11-24,"Robin Williams, Sally Field, Pierce Brosnan, Harvey Fierstein",Comedy,Won 1 Oscar. Another 9 wins & 6 nominations.,125 min,movie,"1,24,978",1993,25,219,441
1993,Super Mario Bros.,42000000,20844907.0,20844907.0,1993FAIL,67723274,33611556.0,33611556.0,PG,True,English,UK,"Parker Bennett, Terry Runte, Ed Solomon",,4.0,"Annabel Jankel, Rocky Morton",28,May,1993-05-28,"Bob Hoskins, John Leguizamo, Dennis Hopper, Samantha Mathis",Adventure,2 nominations.,104 min,movie,"30,687",1993,42,20,20
1993,The Age of Innocence,34000000,32014993.0,32014993.0,1993PASS,54823603,51622860.0,51622860.0,PG,True,"English, Italian",USA,"Edith Wharton (novel), Jay Cocks (screenplay), Martin Scorsese (screenplay)",83.0,7.3,Martin Scorsese,1,October,1993-10-01,"Daniel Day-Lewis, Michelle Pfeiffer, Winona Ryder, Linda Faye Farkas",Drama,Won 1 Oscar. Another 17 wins & 17 nominations.,139 min,movie,"29,169",1993,34,32,32
1993,The Fugitive,44000000,183875760.0,353715317.0,1993FAIL,70948192,296492106.0,570351412.0,PG-13,True,"English, Polish, Spanish",USA,"Jeb Stuart (screenplay), David Twohy (screenplay), David Twohy (story), Roy Huggins (characters)",88.0,7.8,Andrew Davis,6,August,1993-08-06,"Harrison Ford, Tommy Lee Jones, Sela Ward, Julianne Moore",Action,Won 1 Oscar. Another 12 wins & 23 nominations.,130 min,movie,"1,75,786",1993,44,183,353
1993,The Remains of the Day,15000000,22954968.0,63954968.0,1993FAIL,24186884,37013943.0,103124758.0,PG,True,"English, French, German",UK,"Kazuo Ishiguro (novel), Ruth Prawer Jhabvala (screenplay)",84.0,8.0,James Ivory,19,November,1993-11-19,"John Haycraft, Christopher Reeve, Anthony Hopkins, Emma Thompson",Drama,Nominated for 8 Oscars. Another 18 wins & 18 nominations.,134 min,movie,"37,789",1993,15,22,63
1993,Tombstone,25000000,56505065.0,56505065.0,1993PASS,40311473,91112095.0,91112095.0,R,True,"English, Latin",USA,Kevin Jarre,,7.9,"George P. Cosmatos, Kevin Jarre",25,December,1993-12-25,"Kurt Russell, Val Kilmer, Sam Elliott, Bill Paxton",Action,2 nominations.,130 min,movie,"75,792",1993,25,56,56
1992,A Few Good Men,33000000,141340178.0,236500000.0,1992FAIL,54791459,234673774.0,392672121.0,R,True,English,USA,"Aaron Sorkin (play), Aaron Sorkin (screenplay)",62.0,7.6,Rob Reiner,11,December,1992-12-11,"Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon",Crime,Nominated for 4 Oscars. Another 9 wins & 15 nominations.,138 min,movie,"1,45,215",1992,33,141,236
1992,A League of Their Own,40000000,107533925.0,132440066.0,1992PASS,66413889,178543655.0,219896498.0,PG,True,English,USA,"Kim Wilson (story), Kelly Candaele (story), Lowell Ganz (screenplay), Babaloo Mandel (screenplay)",,7.1,Penny Marshall,1,July,1992-07-01,"Tom Hanks, Geena Davis, Lori Petty, Madonna",Comedy,Nominated for 2 Golden Globes. Another 6 wins & 5 nominations.,128 min,movie,"57,415",1992,40,107,132
1992,Aladdin,28000000,217350219.0,504050219.0,1992FAIL,46489723,360876835.0,836898388.0,G,True,English,USA,"Ron Clements (screenplay), John Musker (screenplay), Ted Elliott (screenplay), Terry Rossio (screenplay), Burny Mattinson (story), Roger Allers (story), Daan Jippes (story), Kevin Harkey (story), Sue C. Nichols (story), Francis Glebas (story), Darrell Rooney (story), Larry Leker (story), James Fujii (story), Kirk Hanson (story), Kevin Lima (story), Rebecca Rees (story), David S. Smith (story), Chris Sanders (story), Brian Pimental (story), Patrick A. Ventura (story)",,8.0,"Ron Clements, John Musker",25,November,1992-11-25,"Scott Weinger, Robin Williams, Linda Larkin, Jonathan Freeman",Animation,Won 2 Oscars. Another 24 wins & 15 nominations.,90 min,movie,"1,77,540",1992,28,217,504
